Job title,Age,Industry,Salary,Bonus,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
sr. process improvement coach,25-34,health care,138000.0,0.0,138000.0,United States,Georgia,Atlanta,8 - 10 years,8 - 10 years,College degree,Woman,White
insurance case manager,45-54,insurance,42000.0,0.0,42000.0,United States,Alabama,Birmingham,21 - 30 years,5-7 years,College degree,Woman,White
compliance,45-54,"accounting, banking & finance",86000.0,12000.0,73341.3753152048,Canada,Other,Toronto,31 - 40 years,5-7 years,Some college,Woman,White
human resources generalist,25-34,nonprofits,65000.0,1000.0,66000.0,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
product counsel,35-44,utilities & telecommunications,150000.0,25000.0,175000.0,United States,Colorado,Denver,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
senior software engineer,25-34,"accounting, banking & finance",140000.0,50000.0,190000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White
video editor,25-34,media & digital,32000.0,0.0,32000.0,United States,Florida,West Palm Beach,5-7 years,5-7 years,College degree,Man,White
professor,45-54,education (higher education),70000.0,10000.0,80000.0,United States,Washington,Yakima,11 - 20 years,11 - 20 years,PhD,Woman,White
director of operations,25-34,"accounting, banking & finance",60000.0,500.0,60500.0,United States,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman,White
science program specialist,25-34,nonprofits,35000.0,0.0,35000.0,United States,Florida,Orlando,5-7 years,5-7 years,College degree,Woman,White
medical records clerk/ pharmacy cashier,25-34,health care,26000.0,100.0,26100.0,United States,Tennessee,Memphis,2 - 4 years,2 - 4 years,College degree,Woman,White
senior account manager,35-44,insurance,95000.0,1000.0,96000.0,United States,Ohio,Cleveland,11 - 20 years,8 - 10 years,College degree,Woman,White
fundraising coordinator,25-34,nonprofits,53000.0,0.0,53000.0,United States,Nevada,Las Vegas,8 - 10 years,2 - 4 years,College degree,Woman,Black or African American
events and fundraising coordinator,35-44,nonprofits,65000.0,0.0,43639.33724627049,Australia,Other,Adelaide,21 - 30 years,11 - 20 years,College degree,Woman,White
veterinary technician,35-44,agriculture or forestry,50000.0,5000.0,55000.0,United States,Maryland,Baltimore,11 - 20 years,11 - 20 years,College degree,Woman,White
rn,45-54,health care,55000.0,2000.0,57000.0,United States,Idaho,Idaho  Falls,21 - 30 years,21 - 30 years,College degree,Woman,White
systems architect,55-64,computing or tech,133151.0,540.0,133691.0,United States,Massachusetts,Boston Area,31 - 40 years,31 - 40 years,Master's degree,Woman,White
"manager, operations ",35-44,insurance,78000.0,10000.0,88000.0,United States,Connecticut,Hartford,11 - 20 years,11 - 20 years,College degree,Woman,White
communications and development director,45-54,nonprofits,70000.0,0.0,70000.0,United States,New York,Saranac Lake (it's a small town!),31 - 40 years,11 - 20 years,College degree,Woman,White
"manager, operations ",35-44,insurance,78000.0,10000.0,88000.0,United States,Connecticut,Hartford,11 - 20 years,11 - 20 years,College degree,Woman,White
preschool teacher,35-44,education (primary/secondary),25000.0,300.0,25300.0,United States,Iowa,Small town,8 - 10 years,8 - 10 years,College degree,Woman,White
program manager,35-44,agriculture or forestry,90000.0,0.0,90000.0,United States,Washington,Seattle,11 - 20 years,8 - 10 years,Master's degree,Woman,White
medical executive ,35-44,health care,260000.0,0.0,174557.34898508195,Australia,Other,Melbourne,11 - 20 years,5-7 years,High School,Woman,White
chief development officer,35-44,nonprofits,85000.0,0.0,85000.0,United States,Florida,Fort Pierce,11 - 20 years,11 - 20 years,Master's degree,Woman,White
assistant director of admissions,25-34,education (higher education),50000.0,0.0,50000.0,United States,California,Torrance,11 - 20 years,5-7 years,College degree,Woman,White
senior software engineer,35-44,computing or tech,175000.0,0.0,175000.0,United States,California,Bay Area,11 - 20 years,5-7 years,College degree,Woman,White
executive business administrator ,45-54,computing or tech,90000.0,20000.0,110000.0,United States,Washington,Redmond,11 - 20 years,11 - 20 years,High School,Woman,White
teacher ,35-44,education (primary/secondary),52000.0,0.0,52000.0,United States,North Carolina,Burlington,11 - 20 years,11 - 20 years,College degree,Woman,White
research scientist,25-34,nonprofits,80000.0,0.0,80000.0,United States,Minnesota,Minneapolis,5-7 years,5-7 years,PhD,Woman,White
local history librarian,25-34,government and public administration,65000.0,0.0,65000.0,United States,California,Carmel,5-7 years,5-7 years,Master's degree,Woman,White
trainer,35-44,nonprofits,71400.0,0.0,71400.0,United States,West Virginia,Morgantown,11 - 20 years,11 - 20 years,PhD,Woman,White
software developer ,35-44,computing or tech,195000.0,125000.0,320000.0,United States,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,White
product marketing specialist ,25-34,in-house marketing,72000.0,9300.0,60843.40625638929,Canada,Other,Ottawa,5-7 years,2 - 4 years,College degree,Woman,"Middle Eastern or Northern African, White, Another option not listed here or prefer not to answer"
senior associate,35-44,business or consulting,132000.0,15000.0,147000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,2 - 4 years,Master's degree,Woman,White
architectural intern,25-34,property or construction,41600.0,0.0,41600.0,United States,Oregon,Salem,1 year or less,1 year or less,Master's degree,Woman,White
senior production technician,25-34,manufacturing,50000.0,2500.0,52500.0,United States,Texas,Dallas,11 - 20 years,2 - 4 years,High School,Woman,"Black or African American, Hispanic, Latino, or Spanish origin, White"
senior sw engineer,45-54,computing or tech,250000.0,50000.0,300000.0,United States,Oregon,Hillsboro,31 - 40 years,31 - 40 years,College degree,Man,White
enterprise account executive,45-54,sales,125000.0,75000.0,200000.0,United States,Missouri,Kansas City,11 - 20 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
administrative assistant,45-54,education (primary/secondary),50000.0,200.0,50200.0,United States,Texas,Houston,31 - 40 years,11 - 20 years,College degree,Woman,White
pastor ,25-34,nonprofits,60667.0,0.0,60667.0,United States,Illinois,"Indian Head Park, IL",5-7 years,5-7 years,Master's degree,Man,White
operations research analyst ,25-34,government and public administration,123000.0,0.0,123000.0,United States,District of Columbia,Washington,5-7 years,5-7 years,Master's degree,Woman,White
manager,35-44,insurance,75000.0,10000.0,85000.0,United States,Arizona,Phoenix,11 - 20 years,11 - 20 years,College degree,Woman,White
audit senior,25-34,"accounting, banking & finance",71000.0,3000.0,74000.0,United States,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Woman,White
library assistant,45-54,education (higher education),31702.0,1200.0,32902.0,United States,North Carolina,Durham,21 - 30 years,21 - 30 years,Master's degree,Woman,White
senior director,45-54,trade association,185000.0,16000.0,201000.0,United States,District of Columbia,Washington DC,21 - 30 years,21 - 30 years,College degree,Woman,White
attorney ,35-44,law,250000.0,0.0,250000.0,United States,California,Monterey,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
prevention and administrative support specialist,45-54,nonprofits,32000.0,0.0,32000.0,United States,New Jersey,Lawrenceville,21 - 30 years,11 - 20 years,College degree,Woman,White
database architect ,65 or over,computing or tech,92000.0,0.0,92000.0,United States,Wisconsin,Madison,31 - 40 years,31 - 40 years,College degree,Man,White
building energy engineer,25-34,engineering or manufacturing,66500.0,0.0,49767.36182103183,Canada,Other,Vancouver,2 - 4 years,2 - 4 years,College degree,Woman,White
product manager,25-34,nonprofits,140000.0,0.0,140000.0,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American
early childhood director,35-44,education (primary/secondary),130000.0,0.0,130000.0,United States,Massachusetts,Boston,21 - 30 years,21 - 30 years,Master's degree,Woman,White
lab manager,35-44,nonprofits,49000.0,0.0,49000.0,United States,Oklahoma,Oklahoma City,11 - 20 years,11 - 20 years,College degree,Woman,White
project manager,25-34,business or consulting,85000.0,0.0,85000.0,United States,Maryland,Silver Spring,8 - 10 years,5-7 years,Master's degree,Woman,White
nurse,25-34,health care,62000.0,500.0,62500.0,United States,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Woman,White
extension educator,25-34,education (higher education),56405.0,0.0,56405.0,United States,Illinois,Champaign,8 - 10 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
development manager,35-44,computing or tech,145000.0,5000.0,150000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Man,White
content marketer,35-44,computing or tech,110000.0,0.0,110000.0,United States,Texas,Austin,11 - 20 years,8 - 10 years,College degree,Woman,White
head librarian,45-54,education (higher education),91000.0,0.0,91000.0,United States,Texas,Austin,11 - 20 years,8 - 10 years,Master's degree,Woman,White
client specialist,25-34,insurance,66100.0,3000.0,69100.0,United States,Illinois,Chicago,11 - 20 years,5-7 years,College degree,Woman,White
law clerk,25-34,law,52000.0,0.0,52000.0,United States,Virginia,Fairfax,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
content strategist ,25-34,"marketing, advertising & pr",72000.0,0.0,72000.0,United States,Virginia,Reston,5-7 years,5-7 years,College degree,Woman,White
internal sales consultant,35-44,insurance,67000.0,12000.0,79000.0,United States,Pennsylvania,Allentown,21 - 30 years,21 - 30 years,College degree,Woman,White
senior managing editor,35-44,media & digital,135000.0,0.0,135000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
software engineer,25-34,computing or tech,190000.0,80000.0,270000.0,United States,California,San Francisco,5-7 years,5-7 years,College degree,Woman,White
assistant professor,25-34,education (higher education),77000.0,0.0,77000.0,United States,Pennsylvania,Bethlehem,5-7 years,5-7 years,PhD,Woman,White
senior graphic designer,35-44,business or consulting,95000.0,0.0,71096.23117290261,Canada,Other,Toronto,21 - 30 years,21 - 30 years,College degree,Woman,White
product manager,35-44,"accounting, banking & finance",128000.0,14000.0,142000.0,United States,Virginia,Richmond,11 - 20 years,11 - 20 years,College degree,Woman,White
copywriter,25-34,"marketing, advertising & pr",48500.0,2000.0,37793.259728753495,Canada,Other,Toronto,5-7 years,5-7 years,College degree,Woman,White
software developer,25-34,computing or tech,95000.0,9000.0,77831.66359980918,Canada,Other,Vancouver,5-7 years,2 - 4 years,College degree,Woman,White
software engineer ,25-34,computing or tech,173000.0,11688.0,184688.0,United States,New York,New York City,8 - 10 years,5-7 years,Master's degree,Woman,Asian or Asian American
senior product manager,45-54,computing or tech,238000.0,515000.0,753000.0,United States,California,Mountain View,21 - 30 years,11 - 20 years,Master's degree,Woman,White
program manager,25-34,nonprofits,48600.0,0.0,48600.0,United States,Texas,Houston,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
"director, research",45-54,media & digital,225000.0,50000.0,275000.0,United States,California,San Francisco,21 - 30 years,21 - 30 years,Master's degree,Woman,White
data scientist,35-44,life sciences (not in academia),111000.0,0.0,111000.0,United States,Colorado,Prefer not to answer,11 - 20 years,11 - 20 years,PhD,Woman,White
systems engineer - cybersecurity,25-34,computing or tech,77459.0,12000.0,89459.0,United States,Arkansas,Bentonville,2 - 4 years,2 - 4 years,College degree,Man,White
machine learning engineer,25-34,computing or tech,120000.0,0.0,120000.0,United States,Massachusetts,"Cambridge, MA",2 - 4 years,2 - 4 years,PhD,Woman,White
senior construction manager,45-54,property or construction,129000.0,32000.0,161000.0,United States,Texas,Dallas,31 - 40 years,11 - 20 years,College degree,Woman,White
customer service representative ,25-34,sales,34112.0,0.0,34112.0,United States,Pennsylvania,Greencastle,2 - 4 years,2 - 4 years,College degree,Woman,White
director of patron services,45-54,nonprofits,63000.0,0.0,63000.0,United States,Michigan,Ann Arbor,21 - 30 years,21 - 30 years,College degree,Woman,White
case manager,25-34,nonprofits,47500.0,3000.0,50500.0,United States,New York,Dobbs ferry,2 - 4 years,2 - 4 years,College degree,Woman,White
attorney,45-54,law,137000.0,150000.0,287000.0,United States,Florida,Tampa,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
business support manager,35-44,"accounting, banking & finance",79375.0,3000.0,82375.0,United States,Virginia,Richmond,11 - 20 years,11 - 20 years,Some college,Woman,Black or African American
"assistant director, brand, marketing, and communications",25-34,professional services,125000.0,0.0,125000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
admin/assistant/broker support,25-34,"accounting, banking & finance",53040.0,19000.0,48365.81315725117,Australia,Other,Brisbane,5-7 years,5-7 years,Some college,Woman,White
editor,25-34,media & digital,91000.0,0.0,91000.0,United States,Ohio,Grove City (100% remote),8 - 10 years,5-7 years,Master's degree,Woman,White
general manager,35-44,hospitality & events,80000.0,500.0,80500.0,United States,Massachusetts,Springfield,11 - 20 years,11 - 20 years,College degree,Woman,White
human resources generalist,35-44,utilities & telecommunications,106000.0,0.0,106000.0,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,College degree,Woman,White
front end engineer ,35-44,computing or tech,179000.0,50000.0,229000.0,United States,California,San Francisco,11 - 20 years,2 - 4 years,College degree,Man,White
proposal coordinator,35-44,property or construction,65000.0,0.0,65000.0,United States,Oklahoma,Tulsa,11 - 20 years,11 - 20 years,College degree,Woman,White
