Job title,Age,Industry,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
product designer,35-44,computing or tech,141900.0,United States,Maryland,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Man,White
information systems manager,25-34,health care,46768.00357575278,United Kingdom,Other,London,11 - 20 years,5-7 years,College degree,Man,White
talent acquisition specialist ,25-34,"accounting, banking & finance",96920.77897095268,United Kingdom,Other,London,2 - 4 years,2 - 4 years,College degree,Woman,White
project manager,25-34,business or consulting,97500.0,United States,Pennsylvania,Philadelphia,8 - 10 years,2 - 4 years,College degree,Woman,Black or African American
project manager senior ,25-34,academia / research,68500.0,United States,Michigan,Ann Arbor,11 - 20 years,8 - 10 years,Master's degree,Woman,White
underwriting assistant,25-34,insurance,51350.0,United States,Tennessee,Nashville,2 - 4 years,2 - 4 years,College degree,Woman,White
senior ux designer,25-34,media & digital,156000.0,United States,New York,New York City,11 - 20 years,8 - 10 years,College degree,Woman,Asian or Asian American
branch manager,25-34,libraries/museums/archives,40830.0,United States,Louisiana,prefer not to answer,8 - 10 years,5-7 years,Master's degree,Woman,White
communication manager,25-34,automotive,117600.0,United States,Michigan,Detroit,11 - 20 years,8 - 10 years,Master's degree,Woman,White
industrial designer,25-34,art & design,68000.0,United States,Connecticut,hartford,8 - 10 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer
senior software engineer,35-44,computing or tech,165000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Man,White
data analyst,35-44,retail,126900.0,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
executive director,35-44,nonprofits,68000.0,United States,Kentucky,Frankfort,11 - 20 years,11 - 20 years,Master's degree,Woman,White
account manager,25-34,sales,44902.88284604376,Canada,Other,Winnipeg,11 - 20 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
office coordinator & assistant to vp of quality,25-34,medical supply wholesale & warehousing,33000.0,United States,New Jersey,"Eatontown, NJ",8 - 10 years,2 - 4 years,College degree,Woman,White
director of operations,35-44,property or construction,122000.0,United States,Tennessee,Memphis,21 - 30 years,11 - 20 years,Some college,Woman,White
associate consultant,25-34,business or consulting,84000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,Master's degree,Woman,Black or African American
digital marketing manager,25-34,media & digital,65000.0,United States,Georgia,Atlanta,5-7 years,5-7 years,College degree,Woman,White
teacher,25-34,education (primary/secondary),47606.74108607833,United Kingdom,Other,London,5-7 years,5-7 years,Master's degree,Woman,White
education administration coordinator,25-34,health care,50000.0,United States,Minnesota,Rochester,11 - 20 years,2 - 4 years,College degree,Man,White
account manager,25-34,sales,123500.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
revenue cycle manager,35-44,health care,100000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
lead platform engineer,45-54,computing or tech,160000.0,United States,Virginia,Blacksburg,31 - 40 years,31 - 40 years,Master's degree,Man,White
business systems analyst,25-34,government and public administration,68000.0,United States,Washington,Richland,2 - 4 years,1 year or less,College degree,Woman,White
software engineering team lead,45-54,computing or tech,120000.0,United States,Ohio,Cleveland,31 - 40 years,31 - 40 years,Some college,Man,White
program manager,35-44,education (higher education),50000.0,United States,Louisiana,New Orleans,11 - 20 years,11 - 20 years,College degree,Woman,Black or African American
library manager,25-34,nonprofits,60000.0,United States,Colorado,Colorado Springs,11 - 20 years,8 - 10 years,Master's degree,Woman,White
assistant director,35-44,government and public administration,170150.0,United States,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Man,White
communications specialist,25-34,education (higher education),52000.0,United States,Georgia,Atlanta,5-7 years,5-7 years,College degree,Woman,Black or African American
instructional designer,35-44,nonprofits,79000.0,United States,District of Columbia,DC,11 - 20 years,8 - 10 years,Master's degree,Woman,White
physician assistant ,25-34,health care,144000.0,United States,Oregon,Portland,5-7 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
consultant,25-34,business or consulting,173000.0,United States,New York,New York City,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
title officer,45-54,property or construction,65000.0,United States,Oregon,"Salem, OR",11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
systems engineer ,45-54,agriculture or forestry,21000.0,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree,Man,Black or African American
business intelligence analyst,25-34,business or consulting,74850.0,United States,Massachusetts,Brighton,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
content producer,35-44,utilities & telecommunications,58897.61466639406,Canada,Other,Toronto,11 - 20 years,8 - 10 years,College degree,Woman,White
teen librarian,25-34,libraries,68000.0,United States,District of Columbia,"Washington, DC",5-7 years,5-7 years,Master's degree,Woman,White
staff accountant,18-24,"accounting, banking & finance",57000.0,United States,New York,New York City,1 year or less,1 year or less,Master's degree,Woman,White
community health worker,25-34,nonprofits,50000.0,United States,Washington,Spokane,5-7 years,1 year or less,College degree,Woman,White
test engineer,25-34,computing or tech,55388.38958180485,New Zealand,Other,Auckland,2 - 4 years,2 - 4 years,College degree,Woman,White
accounting manager,25-34,"accounting, banking & finance",117500.0,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
executive assistant,35-44,property or construction,100250.0,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
copywriter,35-44,computing or tech,163600.0,United States,California,Sunnyvale,11 - 20 years,8 - 10 years,College degree,Woman,White
product manager,35-44,biotech,79063.20000000001,Germany,Other,Munich,5-7 years,2 - 4 years,PhD,Woman,White
program coordinator,25-34,education (higher education),60000.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
senior associate,35-44,law,119000.0,United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
email marketing manager,35-44,"marketing, advertising & pr",75600.0,United States,Nebraska,Lincoln,21 - 30 years,5-7 years,College degree,Woman,White
design director,35-44,art & design,98000.0,United States,District of Columbia,Washington,8 - 10 years,8 - 10 years,College degree,Woman,White
special education teacher,45-54,education (primary/secondary),59870.51046139167,Canada,Other,Vai,11 - 20 years,8 - 10 years,Master's degree,Woman,Middle Eastern or Northern African
site reliability engineer,25-34,computing or tech,116900.0,United States,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,White
industrial hygienist,25-34,government and public administration,104000.0,United States,District of Columbia,Washington,2 - 4 years,2 - 4 years,Master's degree,Woman,White
manager,25-34,"accounting, banking & finance",83070.33326518095,Canada,Other,Calgary,8 - 10 years,8 - 10 years,College degree,Woman,White
postdoc,25-34,science,50000.0,United States,Washington,Seattle,2 - 4 years,5-7 years,PhD,Woman,White
project manager,25-34,business or consulting,96000.0,United States,Alabama,Mobile,8 - 10 years,8 - 10 years,Master's degree,Woman,White
technical program manager,25-34,computing or tech,135178.0,United States,New York,New York City,11 - 20 years,8 - 10 years,Master's degree,Man,Asian or Asian American
operations manager,35-44,retail,95044.43535745928,Canada,Other,Toronto,21 - 30 years,21 - 30 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
research manager,35-44,educational research,56000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White
senior product designer,25-34,art & design,125000.0,United States,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Man,White
senior product designer,25-34,nonprofits,115000.0,United States,California,San Francisco,8 - 10 years,8 - 10 years,College degree,Woman,White
case manager,18-24,social work,39000.0,United States,California,Garden Grove,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
grants administrator,25-34,nonprofits,44000.0,United States,Washington,Greater Seattle area,5-7 years,2 - 4 years,College degree,Woman,White
analyst,25-34,business or consulting,41129.202358186325,United Kingdom,Other,London,1 year or less,1 year or less,Master's degree,Woman,White
account executive,25-34,"marketing, advertising & pr",61500.0,United States,Tennessee,Memphis,5-7 years,5-7 years,College degree,Woman,White
assistant attorney general,25-34,law,67500.0,United States,Tennessee,Nashville,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
account manager,25-34,media & digital,42000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
associate producer,25-34,media & digital,63860.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
hr manager,25-34,utilities & telecommunications,83200.0,United States,Indiana,Indianapolis,11 - 20 years,8 - 10 years,College degree,Woman,White
compliance manager,25-34,cannabis,75000.0,United States,California,Los Angeles,5-7 years,2 - 4 years,Master's degree,Woman,White
ceo,25-34,"accounting, banking & finance",52000.0,United States,Alabama,Huntsville,8 - 10 years,8 - 10 years,Master's degree,Man,White
pre-health advisor,25-34,education (higher education),52500.0,United States,Ohio,Cleveland,5-7 years,5-7 years,Master's degree,Woman,White
manager,35-44,"accounting, banking & finance",95700.0,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,College degree,Woman,White
software development engineer ii,25-34,computing or tech,144800.0,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White
business operations manager,35-44,law,92428.0,United States,Massachusetts,Boston,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White"
civil engineer,25-34,engineering or manufacturing,78277.0,United States,Kansas,Overland Park,5-7 years,2 - 4 years,Master's degree,Man,Asian or Asian American
operations coordinator,25-34,hospitality & events,40000.0,United States,Pennsylvania,Pittsburgh,8 - 10 years,2 - 4 years,College degree,Woman,White
grants accountant,35-44,health care,59500.0,United States,California,Escondido,11 - 20 years,2 - 4 years,College degree,Woman,Asian or Asian American
chemical engineer,25-34,engineering or manufacturing,97000.0,United States,Tennessee,Kingsport,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
underwriter,18-24,insurance,80300.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Man,White
"research scientist, level iii",35-44,government and public administration,80000.0,United States,California,Sacramento,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
tax senior,35-44,"accounting, banking & finance",70000.0,United States,Utah,Salt Lake City,11 - 20 years,2 - 4 years,Master's degree,Woman,White
business systems analyst iii,35-44,"accounting, banking & finance",108000.0,United States,Maryland,Owings Mills,21 - 30 years,21 - 30 years,High School,Man,White
multimedia producer,25-34,media & digital,72600.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Man,White
program director,25-34,nonprofits,85000.0,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,White
civil engineer,25-34,engineering or manufacturing,78000.0,United States,Kansas,Overland Park,5-7 years,2 - 4 years,Master's degree,Man,Asian or Asian American
technical assistant,25-34,engineering or manufacturing,52000.0,United States,Ohio,Cleveland,11 - 20 years,2 - 4 years,College degree,Woman,Black or African American
